,Religion,lex_list,ling_list,user_list,scores,mean_score
18,True,[],"['Length', 'R2O']","['ethnicity', 'income']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
19,False,[],"['Length', 'R2O']","['ethnicity', 'income']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
20,True,[],"['Length', 'R2O']","['ethnicity', 'joined']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
21,False,[],"['Length', 'R2O']","['ethnicity', 'joined']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
22,True,[],"['Length', 'R2O']","['ethnicity', 'party']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
23,False,[],"['Length', 'R2O']","['ethnicity', 'party']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
24,True,[],"['Length', 'R2O']","['ethnicity', 'political_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
25,False,[],"['Length', 'R2O']","['ethnicity', 'political_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
26,True,[],"['Length', 'R2O']","['ethnicity', 'relationship']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
27,False,[],"['Length', 'R2O']","['ethnicity', 'relationship']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
28,True,[],"['Length', 'R2O']","['ethnicity', 'religious_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
29,False,[],"['Length', 'R2O']","['ethnicity', 'religious_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
30,True,[],"['Length', 'R2O']","['gender', 'income']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
31,False,[],"['Length', 'R2O']","['gender', 'income']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
32,True,[],"['Length', 'R2O']","['gender', 'joined']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
33,False,[],"['Length', 'R2O']","['gender', 'joined']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
34,True,[],"['Length', 'R2O']","['gender', 'party']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
35,False,[],"['Length', 'R2O']","['gender', 'party']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
36,True,[],"['Length', 'R2O']","['gender', 'political_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
37,False,[],"['Length', 'R2O']","['gender', 'political_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
38,True,[],"['Length', 'R2O']","['gender', 'relationship']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
39,False,[],"['Length', 'R2O']","['gender', 'relationship']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
40,True,[],"['Length', 'R2O']","['gender', 'religious_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
41,False,[],"['Length', 'R2O']","['gender', 'religious_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
42,True,[],"['Length', 'R2O']","['income', 'joined']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
43,False,[],"['Length', 'R2O']","['income', 'joined']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
44,True,[],"['Length', 'R2O']","['income', 'party']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
45,False,[],"['Length', 'R2O']","['income', 'party']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
46,True,[],"['Length', 'R2O']","['income', 'political_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
47,False,[],"['Length', 'R2O']","['income', 'political_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
48,True,[],"['Length', 'R2O']","['income', 'relationship']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
49,False,[],"['Length', 'R2O']","['income', 'relationship']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
50,True,[],"['Length', 'R2O']","['income', 'religious_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
51,False,[],"['Length', 'R2O']","['income', 'religious_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
52,True,[],"['Length', 'R2O']","['joined', 'party']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
53,False,[],"['Length', 'R2O']","['joined', 'party']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
54,True,[],"['Length', 'R2O']","['joined', 'political_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
55,False,[],"['Length', 'R2O']","['joined', 'political_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
56,True,[],"['Length', 'R2O']","['joined', 'relationship']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
57,False,[],"['Length', 'R2O']","['joined', 'relationship']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
58,True,[],"['Length', 'R2O']","['joined', 'religious_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
59,False,[],"['Length', 'R2O']","['joined', 'religious_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
60,True,[],"['Length', 'R2O']","['party', 'political_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
61,False,[],"['Length', 'R2O']","['party', 'political_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
62,True,[],"['Length', 'R2O']","['party', 'relationship']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
63,False,[],"['Length', 'R2O']","['party', 'relationship']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
64,True,[],"['Length', 'R2O']","['party', 'religious_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
65,False,[],"['Length', 'R2O']","['party', 'religious_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
66,True,[],"['Length', 'R2O']","['political_ideology', 'relationship']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
67,False,[],"['Length', 'R2O']","['political_ideology', 'relationship']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
68,True,[],"['Length', 'R2O']","['political_ideology', 'religious_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
69,False,[],"['Length', 'R2O']","['political_ideology', 'religious_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
70,True,[],"['Length', 'R2O']","['relationship', 'religious_ideology']",[0.67741935 0.67741935 0.67741935 0.64130435 0.7173913 ],0.6781907433380084
71,False,[],"['Length', 'R2O']","['relationship', 'religious_ideology']",[0.75163399 0.74509804 0.75816993 0.75409836 0.77377049],0.756554162648666
72,True,[],"['Length', 'Personal_pronouns']","['education', 'ethnicity']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
73,False,[],"['Length', 'Personal_pronouns']","['education', 'ethnicity']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
74,True,[],"['Length', 'Personal_pronouns']","['education', 'gender']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
75,False,[],"['Length', 'Personal_pronouns']","['education', 'gender']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
76,True,[],"['Length', 'Personal_pronouns']","['education', 'income']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
77,False,[],"['Length', 'Personal_pronouns']","['education', 'income']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
78,True,[],"['Length', 'Personal_pronouns']","['education', 'joined']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
79,False,[],"['Length', 'Personal_pronouns']","['education', 'joined']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
80,True,[],"['Length', 'Personal_pronouns']","['education', 'party']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
81,False,[],"['Length', 'Personal_pronouns']","['education', 'party']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
82,True,[],"['Length', 'Personal_pronouns']","['education', 'political_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
83,False,[],"['Length', 'Personal_pronouns']","['education', 'political_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
84,True,[],"['Length', 'Personal_pronouns']","['education', 'relationship']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
85,False,[],"['Length', 'Personal_pronouns']","['education', 'relationship']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
86,True,[],"['Length', 'Personal_pronouns']","['education', 'religious_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
87,False,[],"['Length', 'Personal_pronouns']","['education', 'religious_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
88,True,[],"['Length', 'Personal_pronouns']","['ethnicity', 'gender']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
89,False,[],"['Length', 'Personal_pronouns']","['ethnicity', 'gender']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
90,True,[],"['Length', 'Personal_pronouns']","['ethnicity', 'income']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
91,False,[],"['Length', 'Personal_pronouns']","['ethnicity', 'income']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
92,True,[],"['Length', 'Personal_pronouns']","['ethnicity', 'joined']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
93,False,[],"['Length', 'Personal_pronouns']","['ethnicity', 'joined']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
94,True,[],"['Length', 'Personal_pronouns']","['ethnicity', 'party']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
95,False,[],"['Length', 'Personal_pronouns']","['ethnicity', 'party']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
96,True,[],"['Length', 'Personal_pronouns']","['ethnicity', 'political_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
97,False,[],"['Length', 'Personal_pronouns']","['ethnicity', 'political_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
98,True,[],"['Length', 'Personal_pronouns']","['ethnicity', 'relationship']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
99,False,[],"['Length', 'Personal_pronouns']","['ethnicity', 'relationship']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
100,True,[],"['Length', 'Personal_pronouns']","['ethnicity', 'religious_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
101,False,[],"['Length', 'Personal_pronouns']","['ethnicity', 'religious_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
102,True,[],"['Length', 'Personal_pronouns']","['gender', 'income']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
103,False,[],"['Length', 'Personal_pronouns']","['gender', 'income']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
104,True,[],"['Length', 'Personal_pronouns']","['gender', 'joined']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
105,False,[],"['Length', 'Personal_pronouns']","['gender', 'joined']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
106,True,[],"['Length', 'Personal_pronouns']","['gender', 'party']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
107,False,[],"['Length', 'Personal_pronouns']","['gender', 'party']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
108,True,[],"['Length', 'Personal_pronouns']","['gender', 'political_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
109,False,[],"['Length', 'Personal_pronouns']","['gender', 'political_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
110,True,[],"['Length', 'Personal_pronouns']","['gender', 'relationship']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
111,False,[],"['Length', 'Personal_pronouns']","['gender', 'relationship']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
112,True,[],"['Length', 'Personal_pronouns']","['gender', 'religious_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
113,False,[],"['Length', 'Personal_pronouns']","['gender', 'religious_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
114,True,[],"['Length', 'Personal_pronouns']","['income', 'joined']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
115,False,[],"['Length', 'Personal_pronouns']","['income', 'joined']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
116,True,[],"['Length', 'Personal_pronouns']","['income', 'party']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
117,False,[],"['Length', 'Personal_pronouns']","['income', 'party']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
118,True,[],"['Length', 'Personal_pronouns']","['income', 'political_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
119,False,[],"['Length', 'Personal_pronouns']","['income', 'political_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
120,True,[],"['Length', 'Personal_pronouns']","['income', 'relationship']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
121,False,[],"['Length', 'Personal_pronouns']","['income', 'relationship']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
122,True,[],"['Length', 'Personal_pronouns']","['income', 'religious_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
123,False,[],"['Length', 'Personal_pronouns']","['income', 'religious_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
124,True,[],"['Length', 'Personal_pronouns']","['joined', 'party']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
125,False,[],"['Length', 'Personal_pronouns']","['joined', 'party']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
126,True,[],"['Length', 'Personal_pronouns']","['joined', 'political_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
127,False,[],"['Length', 'Personal_pronouns']","['joined', 'political_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
128,True,[],"['Length', 'Personal_pronouns']","['joined', 'relationship']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
129,False,[],"['Length', 'Personal_pronouns']","['joined', 'relationship']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
130,True,[],"['Length', 'Personal_pronouns']","['joined', 'religious_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
131,False,[],"['Length', 'Personal_pronouns']","['joined', 'religious_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
132,True,[],"['Length', 'Personal_pronouns']","['party', 'political_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
133,False,[],"['Length', 'Personal_pronouns']","['party', 'political_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
134,True,[],"['Length', 'Personal_pronouns']","['party', 'relationship']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
135,False,[],"['Length', 'Personal_pronouns']","['party', 'relationship']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
136,True,[],"['Length', 'Personal_pronouns']","['party', 'religious_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
137,False,[],"['Length', 'Personal_pronouns']","['party', 'religious_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
138,True,[],"['Length', 'Personal_pronouns']","['political_ideology', 'relationship']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
139,False,[],"['Length', 'Personal_pronouns']","['political_ideology', 'relationship']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
140,True,[],"['Length', 'Personal_pronouns']","['political_ideology', 'religious_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
141,False,[],"['Length', 'Personal_pronouns']","['political_ideology', 'religious_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
142,True,[],"['Length', 'Personal_pronouns']","['relationship', 'religious_ideology']",[0.65591398 0.72043011 0.65591398 0.64130435 0.65217391],0.6651472650771388
143,False,[],"['Length', 'Personal_pronouns']","['relationship', 'religious_ideology']",[0.71568627 0.76143791 0.71568627 0.71803279 0.75081967],0.7323325833065467
144,True,[],"['Length', 'Modals']","['education', 'ethnicity']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
145,False,[],"['Length', 'Modals']","['education', 'ethnicity']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
146,True,[],"['Length', 'Modals']","['education', 'gender']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
147,False,[],"['Length', 'Modals']","['education', 'gender']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
148,True,[],"['Length', 'Modals']","['education', 'income']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
149,False,[],"['Length', 'Modals']","['education', 'income']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
150,True,[],"['Length', 'Modals']","['education', 'joined']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
151,False,[],"['Length', 'Modals']","['education', 'joined']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
152,True,[],"['Length', 'Modals']","['education', 'party']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
153,False,[],"['Length', 'Modals']","['education', 'party']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
154,True,[],"['Length', 'Modals']","['education', 'political_ideology']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
155,False,[],"['Length', 'Modals']","['education', 'political_ideology']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
156,True,[],"['Length', 'Modals']","['education', 'relationship']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
157,False,[],"['Length', 'Modals']","['education', 'relationship']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
158,True,[],"['Length', 'Modals']","['education', 'religious_ideology']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
159,False,[],"['Length', 'Modals']","['education', 'religious_ideology']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
160,True,[],"['Length', 'Modals']","['ethnicity', 'gender']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
161,False,[],"['Length', 'Modals']","['ethnicity', 'gender']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
162,True,[],"['Length', 'Modals']","['ethnicity', 'income']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
163,False,[],"['Length', 'Modals']","['ethnicity', 'income']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
164,True,[],"['Length', 'Modals']","['ethnicity', 'joined']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
165,False,[],"['Length', 'Modals']","['ethnicity', 'joined']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
166,True,[],"['Length', 'Modals']","['ethnicity', 'party']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
167,False,[],"['Length', 'Modals']","['ethnicity', 'party']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
168,True,[],"['Length', 'Modals']","['ethnicity', 'political_ideology']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
169,False,[],"['Length', 'Modals']","['ethnicity', 'political_ideology']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
170,True,[],"['Length', 'Modals']","['ethnicity', 'relationship']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
171,False,[],"['Length', 'Modals']","['ethnicity', 'relationship']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
172,True,[],"['Length', 'Modals']","['ethnicity', 'religious_ideology']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
173,False,[],"['Length', 'Modals']","['ethnicity', 'religious_ideology']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
174,True,[],"['Length', 'Modals']","['gender', 'income']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
175,False,[],"['Length', 'Modals']","['gender', 'income']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
176,True,[],"['Length', 'Modals']","['gender', 'joined']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
177,False,[],"['Length', 'Modals']","['gender', 'joined']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
178,True,[],"['Length', 'Modals']","['gender', 'party']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
179,False,[],"['Length', 'Modals']","['gender', 'party']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
180,True,[],"['Length', 'Modals']","['gender', 'political_ideology']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
181,False,[],"['Length', 'Modals']","['gender', 'political_ideology']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
182,True,[],"['Length', 'Modals']","['gender', 'relationship']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
183,False,[],"['Length', 'Modals']","['gender', 'relationship']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
184,True,[],"['Length', 'Modals']","['gender', 'religious_ideology']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
185,False,[],"['Length', 'Modals']","['gender', 'religious_ideology']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
186,True,[],"['Length', 'Modals']","['income', 'joined']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
187,False,[],"['Length', 'Modals']","['income', 'joined']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
188,True,[],"['Length', 'Modals']","['income', 'party']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
189,False,[],"['Length', 'Modals']","['income', 'party']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
190,True,[],"['Length', 'Modals']","['income', 'political_ideology']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
191,False,[],"['Length', 'Modals']","['income', 'political_ideology']",[0.71568627 0.70915033 0.70261438 0.72786885 0.7704918 ],0.7251623272259724
192,True,[],"['Length', 'Modals']","['income', 'relationship']",[0.69892473 0.69892473 0.62365591 0.59782609 0.72826087],0.6695184665731649
