,Religion,Lex,Ling,User,5FCV Mean
92,True,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'joined']",0.691164095371669
93,False,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'joined']",0.7513039751419693
94,True,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'party']",0.6998831229546516
95,False,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'party']",0.7460687881710061
96,True,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'political_ideology']",0.6999298737727909
97,False,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'political_ideology']",0.7480360012857602
98,True,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'relationship']",0.6913510986442263
99,False,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'relationship']",0.7441144326583092
100,True,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'religious_ideology']",0.6977092099111735
101,False,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'religious_ideology']",0.7565413050466088
102,True,CL,"['Length', 'Personal_pronouns']","['gender', 'income']",0.6781206171107994
103,False,CL,"['Length', 'Personal_pronouns']","['gender', 'income']",0.745432336869174
104,True,CL,"['Length', 'Personal_pronouns']","['gender', 'joined']",0.6889901823281906
105,False,CL,"['Length', 'Personal_pronouns']","['gender', 'joined']",0.7434608378870674
106,True,CL,"['Length', 'Personal_pronouns']","['gender', 'party']",0.6868396446937821
107,False,CL,"['Length', 'Personal_pronouns']","['gender', 'party']",0.7408571734704811
108,True,CL,"['Length', 'Personal_pronouns']","['gender', 'political_ideology']",0.6954885460495559
109,False,CL,"['Length', 'Personal_pronouns']","['gender', 'political_ideology']",0.7487153112611165
110,True,CL,"['Length', 'Personal_pronouns']","['gender', 'relationship']",0.6783076203833567
111,False,CL,"['Length', 'Personal_pronouns']","['gender', 'relationship']",0.7591685417336334
112,True,CL,"['Length', 'Personal_pronouns']","['gender', 'religious_ideology']",0.6889434315100514
113,False,CL,"['Length', 'Personal_pronouns']","['gender', 'religious_ideology']",0.7480531447551698
114,True,CL,"['Length', 'Personal_pronouns']","['income', 'joined']",0.680411407199626
115,False,CL,"['Length', 'Personal_pronouns']","['income', 'joined']",0.7598285653059038
116,True,CL,"['Length', 'Personal_pronouns']","['income', 'party']",0.7084618980832165
117,False,CL,"['Length', 'Personal_pronouns']","['income', 'party']",0.7519811421836495
118,True,CL,"['Length', 'Personal_pronouns']","['income', 'political_ideology']",0.7041841982234689
119,False,CL,"['Length', 'Personal_pronouns']","['income', 'political_ideology']",0.7447658844958748
120,True,CL,"['Length', 'Personal_pronouns']","['income', 'relationship']",0.6869565217391305
121,False,CL,"['Length', 'Personal_pronouns']","['income', 'relationship']",0.7519918568520305
122,True,CL,"['Length', 'Personal_pronouns']","['income', 'religious_ideology']",0.6804347826086957
123,False,CL,"['Length', 'Personal_pronouns']","['income', 'religious_ideology']",0.744133719061395
124,True,CL,"['Length', 'Personal_pronouns']","['joined', 'party']",0.6955119214586254
125,False,CL,"['Length', 'Personal_pronouns']","['joined', 'party']",0.7585320904318011
126,True,CL,"['Length', 'Personal_pronouns']","['joined', 'political_ideology']",0.6996493688639551
127,False,CL,"['Length', 'Personal_pronouns']","['joined', 'political_ideology']",0.7578592092574735
128,True,CL,"['Length', 'Personal_pronouns']","['joined', 'relationship']",0.6759700794763909
129,False,CL,"['Length', 'Personal_pronouns']","['joined', 'relationship']",0.7519704275152684
130,True,CL,"['Length', 'Personal_pronouns']","['joined', 'religious_ideology']",0.6867227676484339
131,False,CL,"['Length', 'Personal_pronouns']","['joined', 'religious_ideology']",0.7506482374370513
132,True,CL,"['Length', 'Personal_pronouns']","['party', 'political_ideology']",0.7041608228143992
133,False,CL,"['Length', 'Personal_pronouns']","['party', 'political_ideology']",0.7388921032894032
134,True,CL,"['Length', 'Personal_pronouns']","['party', 'relationship']",0.7171809256661992
135,False,CL,"['Length', 'Personal_pronouns']","['party', 'relationship']",0.7467480981463624
136,True,CL,"['Length', 'Personal_pronouns']","['party', 'religious_ideology']",0.6976858345021038
137,False,CL,"['Length', 'Personal_pronouns']","['party', 'religious_ideology']",0.7421707918139935
138,True,CL,"['Length', 'Personal_pronouns']","['political_ideology', 'relationship']",0.7043010752688172
139,False,CL,"['Length', 'Personal_pronouns']","['political_ideology', 'relationship']",0.7604564448730311
140,True,CL,"['Length', 'Personal_pronouns']","['political_ideology', 'religious_ideology']",0.710682561944834
141,False,CL,"['Length', 'Personal_pronouns']","['political_ideology', 'religious_ideology']",0.7526175934854816
142,True,CL,"['Length', 'Personal_pronouns']","['relationship', 'religious_ideology']",0.6891304347826087
143,False,CL,"['Length', 'Personal_pronouns']","['relationship', 'religious_ideology']",0.7565541626486659
144,True,CL,"['Length', 'Modals']","['education', 'ethnicity']",0.7128330995792426
145,False,CL,"['Length', 'Modals']","['education', 'ethnicity']",0.7395499839279974
146,True,CL,"['Length', 'Modals']","['education', 'gender']",0.6826320710612436
147,False,CL,"['Length', 'Modals']","['education', 'gender']",0.7571948998178506
148,True,CL,"['Length', 'Modals']","['education', 'income']",0.6933146330060775
149,False,CL,"['Length', 'Modals']","['education', 'income']",0.7578677809921783
150,True,CL,"['Length', 'Modals']","['education', 'joined']",0.6630668536699392
151,False,CL,"['Length', 'Modals']","['education', 'joined']",0.7421643630129647
152,True,CL,"['Length', 'Modals']","['education', 'party']",0.7019869097709209
153,False,CL,"['Length', 'Modals']","['education', 'party']",0.7605014464802314
154,True,CL,"['Length', 'Modals']","['education', 'political_ideology']",0.6976858345021038
155,False,CL,"['Length', 'Modals']","['education', 'political_ideology']",0.7526240222865102
156,True,CL,"['Length', 'Modals']","['education', 'relationship']",0.6869798971482001
157,False,CL,"['Length', 'Modals']","['education', 'relationship']",0.755898424943748
158,True,CL,"['Length', 'Modals']","['education', 'religious_ideology']",0.6911874707807387
159,False,CL,"['Length', 'Modals']","['education', 'religious_ideology']",0.7467545269473911
160,True,CL,"['Length', 'Modals']","['ethnicity', 'gender']",0.684665731650304
161,False,CL,"['Length', 'Modals']","['ethnicity', 'gender']",0.7388942462230794
162,True,CL,"['Length', 'Modals']","['ethnicity', 'income']",0.6934081346423563
163,False,CL,"['Length', 'Modals']","['ethnicity', 'income']",0.7474081217186329
164,True,CL,"['Length', 'Modals']","['ethnicity', 'joined']",0.6867461430575036
165,False,CL,"['Length', 'Modals']","['ethnicity', 'joined']",0.7532733311903996
166,True,CL,"['Length', 'Modals']","['ethnicity', 'party']",0.708415147265077
167,False,CL,"['Length', 'Modals']","['ethnicity', 'party']",0.74543447980285
168,True,CL,"['Length', 'Modals']","['ethnicity', 'political_ideology']",0.6932912575970079
169,False,CL,"['Length', 'Modals']","['ethnicity', 'political_ideology']",0.755253401907211
170,True,CL,"['Length', 'Modals']","['ethnicity', 'relationship']",0.6847124824684432
171,False,CL,"['Length', 'Modals']","['ethnicity', 'relationship']",0.7415021965070181
172,True,CL,"['Length', 'Modals']","['ethnicity', 'religious_ideology']",0.6803646563814867
173,False,CL,"['Length', 'Modals']","['ethnicity', 'religious_ideology']",0.744778742097932
174,True,CL,"['Length', 'Modals']","['gender', 'income']",0.6825151940158953
175,False,CL,"['Length', 'Modals']","['gender', 'income']",0.7369163184399443
176,True,CL,"['Length', 'Modals']","['gender', 'joined']",0.6693782141187471
177,False,CL,"['Length', 'Modals']","['gender', 'joined']",0.7356112718311368
178,True,CL,"['Length', 'Modals']","['gender', 'party']",0.6803646563814867
179,False,CL,"['Length', 'Modals']","['gender', 'party']",0.7506718097074896
180,True,CL,"['Length', 'Modals']","['gender', 'political_ideology']",0.6782141187470782
181,False,CL,"['Length', 'Modals']","['gender', 'political_ideology']",0.7532904746598093
182,True,CL,"['Length', 'Modals']","['gender', 'relationship']",0.6740065451145395
183,False,CL,"['Length', 'Modals']","['gender', 'relationship']",0.7428201007178827
184,True,CL,"['Length', 'Modals']","['gender', 'religious_ideology']",0.6652173913043478
185,False,CL,"['Length', 'Modals']","['gender', 'religious_ideology']",0.7533119039965713
186,True,CL,"['Length', 'Modals']","['income', 'joined']",0.6802945301542778
187,False,CL,"['Length', 'Modals']","['income', 'joined']",0.7631115396978464
188,True,CL,"['Length', 'Modals']","['income', 'party']",0.7019401589527817
189,False,CL,"['Length', 'Modals']","['income', 'party']",0.7513468338154935
190,True,CL,"['Length', 'Modals']","['income', 'political_ideology']",0.6911173445535297
191,False,CL,"['Length', 'Modals']","['income', 'political_ideology']",0.7467352405443052
192,True,CL,"['Length', 'Modals']","['income', 'relationship']",0.6738896680691913
193,False,CL,"['Length', 'Modals']","['income', 'relationship']",0.7539204971606128
194,True,CL,"['Length', 'Modals']","['income', 'religious_ideology']",0.6847358578775129
195,False,CL,"['Length', 'Modals']","['income', 'religious_ideology']",0.7506846673095469
196,True,CL,"['Length', 'Modals']","['joined', 'party']",0.680341280972417
197,False,CL,"['Length', 'Modals']","['joined', 'party']",0.7585342333654774
198,True,CL,"['Length', 'Modals']","['joined', 'political_ideology']",0.6888733052828424
199,False,CL,"['Length', 'Modals']","['joined', 'political_ideology']",0.7526304510875389
200,True,CL,"['Length', 'Modals']","['joined', 'relationship']",0.688966806919121
201,False,CL,"['Length', 'Modals']","['joined', 'relationship']",0.7559091396121291
202,True,CL,"['Length', 'Modals']","['joined', 'religious_ideology']",0.6890369331463301
203,False,CL,"['Length', 'Modals']","['joined', 'religious_ideology']",0.7486981677917068
204,True,CL,"['Length', 'Modals']","['party', 'political_ideology']",0.691023842917251
205,False,CL,"['Length', 'Modals']","['party', 'political_ideology']",0.7532819029251046
206,True,CL,"['Length', 'Modals']","['party', 'relationship']",0.6954651706404862
207,False,CL,"['Length', 'Modals']","['party', 'relationship']",0.7428201007178828
208,True,CL,"['Length', 'Modals']","['party', 'religious_ideology']",0.7020102851799906
209,False,CL,"['Length', 'Modals']","['party', 'religious_ideology']",0.7604821600771456
210,True,CL,"['Length', 'Modals']","['political_ideology', 'relationship']",0.6911407199625994
211,False,CL,"['Length', 'Modals']","['political_ideology', 'relationship']",0.7585106610950391
212,True,CL,"['Length', 'Modals']","['political_ideology', 'religious_ideology']",0.7041374474053296
213,False,CL,"['Length', 'Modals']","['political_ideology', 'religious_ideology']",0.7493581913639773
214,True,CL,"['Length', 'Modals']","['relationship', 'religious_ideology']",0.6740065451145394
215,False,CL,"['Length', 'Modals']","['relationship', 'religious_ideology']",0.7428243865852352
216,True,CL,"['Length', 'Links']","['education', 'ethnicity']",0.7020336605890602
217,False,CL,"['Length', 'Links']","['education', 'ethnicity']",0.7572056144862316
218,True,CL,"['Length', 'Links']","['education', 'gender']",0.6998129967274427
219,False,CL,"['Length', 'Links']","['education', 'gender']",0.7539312118289938
220,True,CL,"['Length', 'Links']","['education', 'income']",0.7041140719962599
221,False,CL,"['Length', 'Links']","['education', 'income']",0.7611271831136827
222,True,CL,"['Length', 'Links']","['education', 'joined']",0.6718326320710613
223,False,CL,"['Length', 'Links']","['education', 'joined']",0.7611271831136827
224,True,CL,"['Length', 'Links']","['education', 'party']",0.7106358111266948
225,False,CL,"['Length', 'Links']","['education', 'party']",0.7657109182470803
226,True,CL,"['Length', 'Links']","['education', 'political_ideology']",0.6998597475455821
227,False,CL,"['Length', 'Links']","['education', 'political_ideology']",0.757199185685203
228,True,CL,"['Length', 'Links']","['education', 'relationship']",0.6956054230949041
229,False,CL,"['Length', 'Links']","['education', 'relationship']",0.7630858244937319
230,True,CL,"['Length', 'Links']","['education', 'religious_ideology']",0.7171809256661991
231,False,CL,"['Length', 'Links']","['education', 'religious_ideology']",0.7572056144862317
232,True,CL,"['Length', 'Links']","['ethnicity', 'gender']",0.7105890603085554
233,False,CL,"['Length', 'Links']","['ethnicity', 'gender']",0.7598135647701704
234,True,CL,"['Length', 'Links']","['ethnicity', 'income']",0.7193314633006077
235,False,CL,"['Length', 'Links']","['ethnicity', 'income']",0.7552298296367728
236,True,CL,"['Length', 'Links']","['ethnicity', 'joined']",0.7106358111266946
237,False,CL,"['Length', 'Links']","['ethnicity', 'joined']",0.7624236579877852
238,True,CL,"['Length', 'Links']","['ethnicity', 'party']",0.7192613370733987
239,False,CL,"['Length', 'Links']","['ethnicity', 'party']",0.7493389049608914
240,True,CL,"['Length', 'Links']","['ethnicity', 'political_ideology']",0.6976858345021038
241,False,CL,"['Length', 'Links']","['ethnicity', 'political_ideology']",0.7493389049608915
242,True,CL,"['Length', 'Links']","['ethnicity', 'relationship']",0.7171107994389901
243,False,CL,"['Length', 'Links']","['ethnicity', 'relationship']",0.7598071359691417
244,True,CL,"['Length', 'Links']","['ethnicity', 'religious_ideology']",0.7257597007947639
245,False,CL,"['Length', 'Links']","['ethnicity', 'religious_ideology']",0.751310403942998
246,True,CL,"['Length', 'Links']","['gender', 'income']",0.6976390836839645
247,False,CL,"['Length', 'Links']","['gender', 'income']",0.7519682845815923
248,True,CL,"['Length', 'Links']","['gender', 'joined']",0.6889901823281906
249,False,CL,"['Length', 'Links']","['gender', 'joined']",0.7558962820100719
250,True,CL,"['Length', 'Links']","['gender', 'party']",0.6997194950911642
251,False,CL,"['Length', 'Links']","['gender', 'party']",0.7493603342976535
252,True,CL,"['Length', 'Links']","['gender', 'political_ideology']",0.6997662459093034
253,False,CL,"['Length', 'Links']","['gender', 'political_ideology']",0.7559048537447766
254,True,CL,"['Length', 'Links']","['gender', 'relationship']",0.697662459093034
255,False,CL,"['Length', 'Links']","['gender', 'relationship']",0.7487067395264118
256,True,CL,"['Length', 'Links']","['gender', 'religious_ideology']",0.7170172978027115
257,False,CL,"['Length', 'Links']","['gender', 'religious_ideology']",0.7552362584378013
258,True,CL,"['Length', 'Links']","['income', 'joined']",0.6672978027115475
259,False,CL,"['Length', 'Links']","['income', 'joined']",0.7683317261330762
260,True,CL,"['Length', 'Links']","['income', 'party']",0.6975923328658251
261,False,CL,"['Length', 'Links']","['income', 'party']",0.755898424943748
262,True,CL,"['Length', 'Links']","['income', 'political_ideology']",0.7170640486208508
263,False,CL,"['Length', 'Links']","['income', 'political_ideology']",0.7480381442194364
264,True,CL,"['Length', 'Links']","['income', 'relationship']",0.7020102851799906
265,False,CL,"['Length', 'Links']","['income', 'relationship']",0.7584999464266581
266,True,CL,"['Length', 'Links']","['income', 'religious_ideology']",0.7063581112669471
267,False,CL,"['Length', 'Links']","['income', 'religious_ideology']",0.7611271831136825
268,True,CL,"['Length', 'Links']","['joined', 'party']",0.6976858345021038
269,False,CL,"['Length', 'Links']","['joined', 'party']",0.7650508946748097
270,True,CL,"['Length', 'Links']","['joined', 'political_ideology']",0.7041374474053296
271,False,CL,"['Length', 'Links']","['joined', 'political_ideology']",0.7689896067716704
272,True,CL,"['Length', 'Links']","['joined', 'relationship']",0.7041608228143993
273,False,CL,"['Length', 'Links']","['joined', 'relationship']",0.7611293260473588
274,True,CL,"['Length', 'Links']","['joined', 'religious_ideology']",0.70411407199626
275,False,CL,"['Length', 'Links']","['joined', 'religious_ideology']",0.7598157077038465
276,True,CL,"['Length', 'Links']","['party', 'political_ideology']",0.688966806919121
277,False,CL,"['Length', 'Links']","['party', 'political_ideology']",0.7591706846673094
278,True,CL,"['Length', 'Links']","['party', 'relationship']",0.6976390836839644
279,False,CL,"['Length', 'Links']","['party', 'relationship']",0.7480574306225224
280,True,CL,"['Length', 'Links']","['party', 'religious_ideology']",0.7063814866760169
281,False,CL,"['Length', 'Links']","['party', 'religious_ideology']",0.7637394192649737
282,True,CL,"['Length', 'Links']","['political_ideology', 'relationship']",0.6999064983637213
283,False,CL,"['Length', 'Links']","['political_ideology', 'relationship']",0.7578484945890924
284,True,CL,"['Length', 'Links']","['political_ideology', 'religious_ideology']",0.6999064983637213
285,False,CL,"['Length', 'Links']","['political_ideology', 'religious_ideology']",0.7578527804564448
286,True,CL,"['Length', 'Links']","['relationship', 'religious_ideology']",0.7172043010752688
287,False,CL,"['Length', 'Links']","['relationship', 'religious_ideology']",0.766353798349941
288,True,CL,"['Length', 'Questions']","['education', 'ethnicity']",0.7020804114071997
289,False,CL,"['Length', 'Questions']","['education', 'ethnicity']",0.7598307082395801
290,True,CL,"['Length', 'Questions']","['education', 'gender']",0.7020336605890604
291,False,CL,"['Length', 'Questions']","['education', 'gender']",0.7434544090860388
292,True,CL,"['Length', 'Questions']","['education', 'income']",0.7085320243104254
293,False,CL,"['Length', 'Questions']","['education', 'income']",0.7637544198007071
294,True,CL,"['Length', 'Questions']","['education', 'joined']",0.6782374941561476
295,False,CL,"['Length', 'Questions']","['education', 'joined']",0.7604714454087647
296,True,CL,"['Length', 'Questions']","['education', 'party']",0.6977092099111735
297,False,CL,"['Length', 'Questions']","['education', 'party']",0.7578784956605593
298,True,CL,"['Length', 'Questions']","['education', 'political_ideology']",0.7170640486208508
299,False,CL,"['Length', 'Questions']","['education', 'political_ideology']",0.7493474766955963
300,True,CL,"['Length', 'Questions']","['education', 'relationship']",0.6805049088359045
301,False,CL,"['Length', 'Questions']","['education', 'relationship']",0.7584999464266581
302,True,CL,"['Length', 'Questions']","['education', 'religious_ideology']",0.6977793361383824
303,False,CL,"['Length', 'Questions']","['education', 'religious_ideology']",0.758519232829744
304,True,CL,"['Length', 'Questions']","['ethnicity', 'gender']",0.710682561944834
305,False,CL,"['Length', 'Questions']","['ethnicity', 'gender']",0.7447723132969035
306,True,CL,"['Length', 'Questions']","['ethnicity', 'income']",0.7193080878915381
307,False,CL,"['Length', 'Questions']","['ethnicity', 'income']",0.7493474766955963
308,True,CL,"['Length', 'Questions']","['ethnicity', 'joined']",0.7020102851799906
309,False,CL,"['Length', 'Questions']","['ethnicity', 'joined']",0.7519618557805636
310,True,CL,"['Length', 'Questions']","['ethnicity', 'party']",0.7020102851799905
311,False,CL,"['Length', 'Questions']","['ethnicity', 'party']",0.7532947605271618
312,True,CL,"['Length', 'Questions']","['ethnicity', 'political_ideology']",0.6955119214586254
313,False,CL,"['Length', 'Questions']","['ethnicity', 'political_ideology']",0.7447851708989608
314,True,CL,"['Length', 'Questions']","['ethnicity', 'relationship']",0.6955820476858345
315,False,CL,"['Length', 'Questions']","['ethnicity', 'relationship']",0.7513082610093218
316,True,CL,"['Length', 'Questions']","['ethnicity', 'religious_ideology']",0.7019869097709209
317,False,CL,"['Length', 'Questions']","['ethnicity', 'religious_ideology']",0.7500203578699238
318,True,CL,"['Length', 'Questions']","['gender', 'income']",0.6867928938756428
319,False,CL,"['Length', 'Questions']","['gender', 'income']",0.7519811421836494
320,True,CL,"['Length', 'Questions']","['gender', 'joined']",0.7084151472650771
321,False,CL,"['Length', 'Questions']","['gender', 'joined']",0.7500075002678667
322,True,CL,"['Length', 'Questions']","['gender', 'party']",0.6802477793361384
323,False,CL,"['Length', 'Questions']","['gender', 'party']",0.7428072431158256
324,True,CL,"['Length', 'Questions']","['gender', 'political_ideology']",0.6867695184665732
325,False,CL,"['Length', 'Questions']","['gender', 'political_ideology']",0.7520047144540877
326,True,CL,"['Length', 'Questions']","['gender', 'relationship']",0.6803880317905564
327,False,CL,"['Length', 'Questions']","['gender', 'relationship']",0.74543447980285
328,True,CL,"['Length', 'Questions']","['gender', 'religious_ideology']",0.7127162225338943
329,False,CL,"['Length', 'Questions']","['gender', 'religious_ideology']",0.744789456766313
330,True,CL,"['Length', 'Questions']","['income', 'joined']",0.7041608228143993
331,False,CL,"['Length', 'Questions']","['income', 'joined']",0.7644058716382729
332,True,CL,"['Length', 'Questions']","['income', 'party']",0.6975923328658251
333,False,CL,"['Length', 'Questions']","['income', 'party']",0.757876352726883
334,True,CL,"['Length', 'Questions']","['income', 'political_ideology']",0.6868162692847124
335,False,CL,"['Length', 'Questions']","['income', 'political_ideology']",0.7500139290688954
336,True,CL,"['Length', 'Questions']","['income', 'relationship']",0.6825853202431043
337,False,CL,"['Length', 'Questions']","['income', 'relationship']",0.7460837887067395
338,True,CL,"['Length', 'Questions']","['income', 'religious_ideology']",0.6998363721365124
339,False,CL,"['Length', 'Questions']","['income', 'religious_ideology']",0.7506675238401372
340,True,CL,"['Length', 'Questions']","['joined', 'party']",0.6910705937353904
341,False,CL,"['Length', 'Questions']","['joined', 'party']",0.7630943962284368
342,True,CL,"['Length', 'Questions']","['joined', 'political_ideology']",0.7040205703599813
343,False,CL,"['Length', 'Questions']","['joined', 'political_ideology']",0.765053037608486
344,True,CL,"['Length', 'Questions']","['joined', 'relationship']",0.6782608695652174
