,Lex,Ling,User,5FCV Mean,Scores
34,CL,"['Length', 'R2O']","['political_ideology', 'religious_ideology']",0.7468684273497814,[0.73182957 0.76130653 0.74623116 0.73366834 0.76130653]
35,CL,"['Length', 'R2O']","['relationship', 'religious_ideology']",0.7368395864031939,[0.68922306 0.74623116 0.74120603 0.73115578 0.77638191]
36,CL,"['Length', 'Personal_pronouns']","['education', 'ethnicity']",0.7488910719008577,[0.70676692 0.77135678 0.76633166 0.73115578 0.76884422]
37,CL,"['Length', 'Personal_pronouns']","['education', 'gender']",0.7599362728429113,[0.72681704 0.78140704 0.79648241 0.72613065 0.76884422]
38,CL,"['Length', 'Personal_pronouns']","['education', 'income']",0.7584262162945051,[0.73182957 0.78140704 0.75879397 0.74874372 0.77135678]
39,CL,"['Length', 'Personal_pronouns']","['education', 'joined']",0.7513897809851261,[0.73433584 0.77135678 0.77135678 0.71356784 0.76633166]
40,CL,"['Length', 'Personal_pronouns']","['education', 'party']",0.7609400385385575,[0.72932331 0.77889447 0.7638191  0.74120603 0.79145729]
41,CL,"['Length', 'Personal_pronouns']","['education', 'political_ideology']",0.7574123751590031,[0.74937343 0.78643216 0.76130653 0.71105528 0.77889447]
42,CL,"['Length', 'Personal_pronouns']","['education', 'relationship']",0.7478734524754096,[0.73182957 0.75125628 0.76633166 0.73366834 0.75628141]
43,CL,"['Length', 'Personal_pronouns']","['education', 'religious_ideology']",0.7534036095263283,[0.72681704 0.78140704 0.77386935 0.72110553 0.7638191 ]
44,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'gender']",0.7458759965239732,[0.70676692 0.77638191 0.77135678 0.70854271 0.76633166]
45,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'income']",0.7388571932343422,[0.67418546 0.76884422 0.75376884 0.71356784 0.7839196 ]
46,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'joined']",0.7408609463356884,[0.68671679 0.77386935 0.77135678 0.7160804  0.75628141]
47,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'party']",0.7473835342124155,[0.70676692 0.77386935 0.77889447 0.71105528 0.76633166]
48,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'political_ideology']",0.7508923061422401,[0.72431078 0.77889447 0.75125628 0.72110553 0.77889447]
49,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'relationship']",0.7468885782294933,[0.69172932 0.7638191  0.77135678 0.72864322 0.77889447]
50,CL,"['Length', 'Personal_pronouns']","['ethnicity', 'religious_ideology']",0.743862167982771,[0.71428571 0.78894472 0.75125628 0.69095477 0.77386935]
51,CL,"['Length', 'Personal_pronouns']","['gender', 'income']",0.7338169544464176,[0.70426065 0.74874372 0.74874372 0.73115578 0.7361809 ]
52,CL,"['Length', 'Personal_pronouns']","['gender', 'joined']",0.751401115854964,[0.71177945 0.77638191 0.75879397 0.7361809  0.77386935]
53,CL,"['Length', 'Personal_pronouns']","['gender', 'party']",0.7418571554514427,[0.70426065 0.75125628 0.76884422 0.71859296 0.76633166]
54,CL,"['Length', 'Personal_pronouns']","['gender', 'political_ideology']",0.7473709399125955,[0.73182957 0.77638191 0.72110553 0.72864322 0.77889447]
55,CL,"['Length', 'Personal_pronouns']","['gender', 'relationship']",0.7368635155728517,[0.64160401 0.75376884 0.77638191 0.72864322 0.7839196 ]
56,CL,"['Length', 'Personal_pronouns']","['gender', 'religious_ideology']",0.7564161660432489,[0.73182957 0.79396985 0.76633166 0.71859296 0.77135678]
57,CL,"['Length', 'Personal_pronouns']","['income', 'joined']",0.7559237289202907,[0.71177945 0.7638191  0.77135678 0.74371859 0.78894472]
58,CL,"['Length', 'Personal_pronouns']","['income', 'party']",0.7323245299177593,[0.67418546 0.75376884 0.72110553 0.74120603 0.77135678]
59,CL,"['Length', 'Personal_pronouns']","['income', 'political_ideology']",0.7383433458016901,[0.69674185 0.75879397 0.73366834 0.72613065 0.77638191]
60,CL,"['Length', 'Personal_pronouns']","['income', 'relationship']",0.7222679815115678,[0.68671679 0.73115578 0.71859296 0.72864322 0.74623116]
61,CL,"['Length', 'Personal_pronouns']","['income', 'religious_ideology']",0.7569149003161171,[0.73934837 0.76633166 0.76633166 0.72613065 0.78643216]
62,CL,"['Length', 'Personal_pronouns']","['joined', 'party']",0.7554262540774046,[0.70175439 0.76633166 0.76633166 0.74371859 0.79899497]
63,CL,"['Length', 'Personal_pronouns']","['joined', 'political_ideology']",0.7569161597460989,[0.73684211 0.77638191 0.75628141 0.7361809  0.77889447]
64,CL,"['Length', 'Personal_pronouns']","['joined', 'relationship']",0.7278132517222705,[0.65162907 0.74874372 0.75628141 0.70603015 0.77638191]
65,CL,"['Length', 'Personal_pronouns']","['joined', 'religious_ideology']",0.7559149129104167,[0.72932331 0.78643216 0.76130653 0.72613065 0.77638191]
66,CL,"['Length', 'Personal_pronouns']","['party', 'political_ideology']",0.7539124192390524,[0.71428571 0.7638191  0.75879397 0.74623116 0.78643216]
67,CL,"['Length', 'Personal_pronouns']","['party', 'relationship']",0.7393634840871022,[0.66666667 0.7638191  0.76884422 0.73115578 0.76633166]
68,CL,"['Length', 'Personal_pronouns']","['party', 'religious_ideology']",0.7398546617800783,[0.68922306 0.78894472 0.75376884 0.70100503 0.76633166]
69,CL,"['Length', 'Personal_pronouns']","['political_ideology', 'relationship']",0.7408559086157605,[0.69674185 0.77638191 0.75125628 0.71356784 0.76633166]
70,CL,"['Length', 'Personal_pronouns']","['political_ideology', 'religious_ideology']",0.7438722434226269,[0.69423559 0.78643216 0.72864322 0.72361809 0.78643216]
71,CL,"['Length', 'Personal_pronouns']","['relationship', 'religious_ideology']",0.7463772496568053,[0.70927318 0.77386935 0.74120603 0.72613065 0.78140704]
72,CL,"['Length', 'Modals']","['education', 'ethnicity']",0.7423420359945089,[0.73934837 0.72864322 0.74120603 0.7160804  0.78643216]
73,CL,"['Length', 'Modals']","['education', 'gender']",0.7383294920718882,[0.72431078 0.73366834 0.75628141 0.70351759 0.77386935]
74,CL,"['Length', 'Modals']","['education', 'income']",0.7624375007871437,[0.74937343 0.7638191  0.78140704 0.73869347 0.77889447]
75,CL,"['Length', 'Modals']","['education', 'joined']",0.7619425448042216,[0.73433584 0.77386935 0.7839196  0.74371859 0.77386935]
76,CL,"['Length', 'Modals']","['education', 'party']",0.7544023375020465,[0.73934837 0.7638191  0.74874372 0.73115578 0.78894472]
77,CL,"['Length', 'Modals']","['education', 'political_ideology']",0.7533998312363824,[0.73433584 0.78140704 0.75125628 0.70603015 0.79396985]
78,CL,"['Length', 'Modals']","['education', 'relationship']",0.7483885593380435,[0.70676692 0.7638191  0.7638191  0.73115578 0.77638191]
79,CL,"['Length', 'Modals']","['education', 'religious_ideology']",0.7513960781350362,[0.72180451 0.76130653 0.77386935 0.73869347 0.76130653]
80,CL,"['Length', 'Modals']","['ethnicity', 'gender']",0.7418357451417489,[0.74686717 0.71859296 0.75879397 0.72361809 0.76130653]
81,CL,"['Length', 'Modals']","['ethnicity', 'income']",0.7373206886563142,[0.73182957 0.74371859 0.72110553 0.72110553 0.76884422]
82,CL,"['Length', 'Modals']","['ethnicity', 'joined']",0.7498923187365398,[0.71428571 0.76884422 0.76884422 0.72361809 0.77386935]
83,CL,"['Length', 'Modals']","['ethnicity', 'party']",0.7353471618745356,[0.65914787 0.76633166 0.75628141 0.72864322 0.76633166]
84,CL,"['Length', 'Modals']","['ethnicity', 'political_ideology']",0.756916159746099,[0.73684211 0.77889447 0.73869347 0.73869347 0.79145729]
85,CL,"['Length', 'Modals']","['ethnicity', 'relationship']",0.7393546680772282,[0.68421053 0.74623116 0.77135678 0.73115578 0.7638191 ]
86,CL,"['Length', 'Modals']","['ethnicity', 'religious_ideology']",0.7453621490913213,[0.72932331 0.75628141 0.73869347 0.72864322 0.77386935]
87,CL,"['Length', 'Modals']","['gender', 'income']",0.7403458394730545,[0.71177945 0.75628141 0.7160804  0.74371859 0.77386935]
88,CL,"['Length', 'Modals']","['gender', 'joined']",0.7393546680772282,[0.68421053 0.77135678 0.73366834 0.72110553 0.78643216]
89,CL,"['Length', 'Modals']","['gender', 'party']",0.7368446241231219,[0.67919799 0.76884422 0.7361809  0.7361809  0.7638191 ]
90,CL,"['Length', 'Modals']","['gender', 'political_ideology']",0.750889787282276,[0.72932331 0.7638191  0.75376884 0.73115578 0.77638191]
91,CL,"['Length', 'Modals']","['gender', 'relationship']",0.7483923376279896,[0.69924812 0.74874372 0.7638191  0.74623116 0.7839196 ]
92,CL,"['Length', 'Modals']","['gender', 'religious_ideology']",0.7498948375965038,[0.70927318 0.77638191 0.75628141 0.72361809 0.7839196 ]
93,CL,"['Length', 'Modals']","['income', 'joined']",0.7589325071472651,[0.72431078 0.77889447 0.77638191 0.7361809  0.77889447]
94,CL,"['Length', 'Modals']","['income', 'party']",0.736335814410398,[0.69172932 0.75628141 0.74623116 0.72110553 0.76633166]
95,CL,"['Length', 'Modals']","['income', 'political_ideology']",0.7503923124393899,[0.71929825 0.77135678 0.75376884 0.72864322 0.77889447]
96,CL,"['Length', 'Modals']","['income', 'relationship']",0.7483872999080616,[0.70927318 0.7638191  0.75879397 0.74371859 0.76633166]
97,CL,"['Length', 'Modals']","['income', 'religious_ideology']",0.7624387602171258,[0.74686717 0.76633166 0.7638191  0.74623116 0.78894472]
98,CL,"['Length', 'Modals']","['joined', 'party']",0.7554111409176207,[0.73182957 0.75879397 0.76130653 0.73366834 0.79145729]
99,CL,"['Length', 'Modals']","['joined', 'political_ideology']",0.750378458709588,[0.74686717 0.74623116 0.75376884 0.72361809 0.78140704]
100,CL,"['Length', 'Modals']","['joined', 'relationship']",0.7523998438306823,[0.72431078 0.76130653 0.72361809 0.75628141 0.79648241]
101,CL,"['Length', 'Modals']","['joined', 'religious_ideology']",0.7423596680142567,[0.70426065 0.77638191 0.72864322 0.72864322 0.77386935]
102,CL,"['Length', 'Modals']","['party', 'political_ideology']",0.7428659588670169,[0.69674185 0.76633166 0.74874372 0.7361809  0.76633166]
103,CL,"['Length', 'Modals']","['party', 'relationship']",0.7418697497512625,[0.67919799 0.77135678 0.75879397 0.74120603 0.75879397]
104,CL,"['Length', 'Modals']","['party', 'religious_ideology']",0.7513973375650183,[0.71929825 0.79145729 0.74371859 0.7361809  0.76633166]
105,CL,"['Length', 'Modals']","['political_ideology', 'relationship']",0.7388257074847925,[0.73684211 0.71859296 0.75125628 0.71859296 0.76884422]
106,CL,"['Length', 'Modals']","['political_ideology', 'religious_ideology']",0.7428546239971789,[0.71929825 0.76130653 0.73115578 0.71859296 0.7839196 ]
107,CL,"['Length', 'Modals']","['relationship', 'religious_ideology']",0.7569161597460989,[0.73684211 0.72613065 0.77638191 0.75376884 0.79145729]
108,CL,"['Length', 'Links']","['education', 'ethnicity']",0.7604350071157794,[0.73433584 0.78643216 0.77889447 0.72864322 0.77386935]
109,CL,"['Length', 'Links']","['education', 'gender']",0.7539161975289985,[0.70676692 0.78140704 0.77889447 0.7361809  0.76633166]
110,CL,"['Length', 'Links']","['education', 'income']",0.7699726703693908,[0.75438596 0.79396985 0.77638191 0.74874372 0.77638191]
111,CL,"['Length', 'Links']","['education', 'joined']",0.7493847684537978,[0.72431078 0.75628141 0.76130653 0.73366834 0.77135678]
112,CL,"['Length', 'Links']","['education', 'party']",0.7614375133814436,[0.73934837 0.77889447 0.76884422 0.72613065 0.79396985]
113,CL,"['Length', 'Links']","['education', 'political_ideology']",0.7639450384755859,[0.74937343 0.78643216 0.77889447 0.73366834 0.77135678]
114,CL,"['Length', 'Links']","['education', 'relationship']",0.7493923250336898,[0.70927318 0.75376884 0.79145729 0.72613065 0.76633166]
115,CL,"['Length', 'Links']","['education', 'religious_ideology']",0.7564237226231408,[0.71679198 0.79145729 0.75628141 0.74623116 0.77135678]
116,CL,"['Length', 'Links']","['ethnicity', 'gender']",0.7478734524754096,[0.73182957 0.75879397 0.75125628 0.72110553 0.77638191]
117,CL,"['Length', 'Links']","['ethnicity', 'income']",0.7428546239971789,[0.71929825 0.76633166 0.76884422 0.73366834 0.72613065]
118,CL,"['Length', 'Links']","['ethnicity', 'joined']",0.7659613858767521,[0.73684211 0.78643216 0.79396985 0.73366834 0.77889447]
119,CL,"['Length', 'Links']","['ethnicity', 'party']",0.7413634588985026,[0.68671679 0.75628141 0.77386935 0.72613065 0.7638191 ]
120,CL,"['Length', 'Links']","['ethnicity', 'political_ideology']",0.745389856550925,[0.67418546 0.75879397 0.76130653 0.73869347 0.79396985]
121,CL,"['Length', 'Links']","['ethnicity', 'relationship']",0.75039231243939,[0.71929825 0.74623116 0.76633166 0.72613065 0.79396985]
122,CL,"['Length', 'Links']","['ethnicity', 'religious_ideology']",0.7418546365914788,[0.70927318 0.76633166 0.74120603 0.72110553 0.77135678]
123,CL,"['Length', 'Links']","['gender', 'income']",0.737333282956134,[0.70676692 0.75125628 0.74371859 0.72361809 0.76130653]
124,CL,"['Length', 'Links']","['gender', 'joined']",0.7408609463356886,[0.68671679 0.76130653 0.77135678 0.72361809 0.76130653]
125,CL,"['Length', 'Links']","['gender', 'party']",0.7448722308283271,[0.70426065 0.77638191 0.74120603 0.72613065 0.77638191]
126,CL,"['Length', 'Links']","['gender', 'political_ideology']",0.7498860215866299,[0.72681704 0.75879397 0.74874372 0.74120603 0.77386935]
127,CL,"['Length', 'Links']","['gender', 'relationship']",0.7483772244682056,[0.72932331 0.74120603 0.76884422 0.72864322 0.77386935]
128,CL,"['Length', 'Links']","['gender', 'religious_ideology']",0.7383471240916362,[0.68922306 0.7839196  0.74623116 0.72613065 0.74623116]
129,CL,"['Length', 'Links']","['income', 'joined']",0.7624526139469276,[0.71929825 0.76633166 0.78140704 0.75376884 0.79145729]
130,CL,"['Length', 'Links']","['income', 'party']",0.7453671868112492,[0.71929825 0.74874372 0.74371859 0.75125628 0.7638191 ]
131,CL,"['Length', 'Links']","['income', 'political_ideology']",0.7488898124708757,[0.70927318 0.76130653 0.74874372 0.73366834 0.79145729]
132,CL,"['Length', 'Links']","['income', 'relationship']",0.7544174506618304,[0.70927318 0.75879397 0.77135678 0.75125628 0.78140704]
133,CL,"['Length', 'Links']","['income', 'religious_ideology']",0.7518922935479402,[0.73433584 0.75879397 0.73869347 0.75628141 0.77135678]
134,CL,"['Length', 'Links']","['joined', 'party']",0.757919925441745,[0.73934837 0.74874372 0.77889447 0.73869347 0.7839196 ]
135,CL,"['Length', 'Links']","['joined', 'political_ideology']",0.7529149506933163,[0.69924812 0.79396985 0.75376884 0.72613065 0.79145729]
136,CL,"['Length', 'Links']","['joined', 'relationship']",0.7524061409805922,[0.71177945 0.77386935 0.75376884 0.74623116 0.77638191]
137,CL,"['Length', 'Links']","['joined', 'religious_ideology']",0.7559098751904887,[0.73934837 0.78643216 0.73869347 0.72613065 0.78894472]
138,CL,"['Length', 'Links']","['party', 'political_ideology']",0.7554237352174406,[0.70676692 0.77386935 0.77135678 0.74874372 0.77638191]
139,CL,"['Length', 'Links']","['party', 'relationship']",0.751902368987796,[0.71428571 0.75879397 0.76884422 0.73869347 0.77889447]
140,CL,"['Length', 'Links']","['party', 'religious_ideology']",0.7514048941449101,[0.70426065 0.77889447 0.75628141 0.7160804  0.80150754]
141,CL,"['Length', 'Links']","['political_ideology', 'relationship']",0.7544174506618304,[0.70927318 0.77135678 0.76130653 0.74120603 0.78894472]
142,CL,"['Length', 'Links']","['political_ideology', 'religious_ideology']",0.7554161786375486,[0.72180451 0.78894472 0.73869347 0.72864322 0.79899497]
143,CL,"['Length', 'Links']","['relationship', 'religious_ideology']",0.7504023878792458,[0.69924812 0.77135678 0.75628141 0.74120603 0.7839196 ]
144,CL,"['Length', 'Questions']","['education', 'ethnicity']",0.7524086598405562,[0.70676692 0.79145729 0.76633166 0.71859296 0.77889447]
145,CL,"['Length', 'Questions']","['education', 'gender']",0.7584312540144331,[0.72180451 0.77638191 0.78643216 0.74120603 0.76633166]
146,CL,"['Length', 'Questions']","['education', 'income']",0.7589362854372111,[0.71679198 0.77889447 0.78140704 0.74874372 0.76884422]
147,CL,"['Length', 'Questions']","['education', 'joined']",0.7453936348408711,[0.66666667 0.75879397 0.78140704 0.74120603 0.77889447]
148,CL,"['Length', 'Questions']","['education', 'party']",0.7453747433911412,[0.70426065 0.76884422 0.75376884 0.72613065 0.77386935]
149,CL,"['Length', 'Questions']","['education', 'political_ideology']",0.7559086157605067,[0.74185464 0.77135678 0.75879397 0.72864322 0.77889447]
150,CL,"['Length', 'Questions']","['education', 'relationship']",0.7554061031976926,[0.74185464 0.7638191  0.77135678 0.72361809 0.77638191]
151,CL,"['Length', 'Questions']","['education', 'religious_ideology']",0.7513885215551441,[0.73684211 0.77386935 0.73366834 0.74371859 0.76884422]
152,CL,"['Length', 'Questions']","['ethnicity', 'gender']",0.7373257263762422,[0.72180451 0.71859296 0.74874372 0.71859296 0.77889447]
153,CL,"['Length', 'Questions']","['ethnicity', 'income']",0.7428571428571429,[0.71428571 0.77638191 0.72864322 0.72864322 0.76633166]
154,CL,"['Length', 'Questions']","['ethnicity', 'joined']",0.7333371116232794,[0.65914787 0.77638191 0.76884422 0.70100503 0.76130653]
155,CL,"['Length', 'Questions']","['ethnicity', 'party']",0.7368307703933199,[0.70676692 0.76884422 0.75628141 0.70351759 0.74874372]
156,CL,"['Length', 'Questions']","['ethnicity', 'political_ideology']",0.7408407954559766,[0.72681704 0.77135678 0.73115578 0.70603015 0.76884422]
157,CL,"['Length', 'Questions']","['ethnicity', 'relationship']",0.7413546428886286,[0.70426065 0.75628141 0.77386935 0.6959799  0.77638191]
158,CL,"['Length', 'Questions']","['ethnicity', 'religious_ideology']",0.7423621868742207,[0.69924812 0.77135678 0.76130653 0.70603015 0.77386935]
159,CL,"['Length', 'Questions']","['gender', 'income']",0.738352161811564,[0.67919799 0.75125628 0.76130653 0.7361809  0.7638191 ]
160,CL,"['Length', 'Questions']","['gender', 'joined']",0.7533985718064004,[0.73684211 0.7638191  0.77889447 0.73115578 0.75628141]
161,CL,"['Length', 'Questions']","['gender', 'party']",0.7473898313623255,[0.69423559 0.77889447 0.74371859 0.74120603 0.77889447]
162,CL,"['Length', 'Questions']","['gender', 'political_ideology']",0.7338245110263095,[0.68922306 0.7361809  0.73115578 0.72613065 0.78643216]
163,CL,"['Length', 'Questions']","['gender', 'relationship']",0.7418647120313346,[0.68922306 0.74120603 0.75879397 0.74874372 0.77135678]
164,CL,"['Length', 'Questions']","['gender', 'religious_ideology']",0.7358232264077279,[0.71177945 0.75125628 0.7361809  0.71356784 0.76633166]
165,CL,"['Length', 'Questions']","['income', 'joined']",0.7523948061107543,[0.73433584 0.76633166 0.77386935 0.74874372 0.73869347]
166,CL,"['Length', 'Questions']","['income', 'party']",0.7423558897243108,[0.71177945 0.73869347 0.76884422 0.71356784 0.77889447]
167,CL,"['Length', 'Questions']","['income', 'political_ideology']",0.7428760343068727,[0.67669173 0.75628141 0.7638191  0.73869347 0.77889447]
168,CL,"['Length', 'Questions']","['income', 'relationship']",0.7283119859951386,[0.65914787 0.73869347 0.76884422 0.73869347 0.7361809 ]
169,CL,"['Length', 'Questions']","['income', 'religious_ideology']",0.7554212163574766,[0.71177945 0.76884422 0.76884422 0.74371859 0.7839196 ]
170,CL,"['Length', 'Questions']","['joined', 'party']",0.7523985844007003,[0.72681704 0.75879397 0.77638191 0.72110553 0.77889447]
171,CL,"['Length', 'Questions']","['joined', 'political_ideology']",0.7333320739033514,[0.66917293 0.75879397 0.7361809  0.72613065 0.77638191]
172,CL,"['Length', 'Questions']","['joined', 'relationship']",0.7463722119368774,[0.71929825 0.77135678 0.75125628 0.74623116 0.74371859]
173,CL,"['Length', 'Questions']","['joined', 'religious_ideology']",0.7368471429830858,[0.67418546 0.76633166 0.75879397 0.70351759 0.78140704]
174,CL,"['Length', 'Questions']","['party', 'political_ideology']",0.7448785279782372,[0.69172932 0.78140704 0.74120603 0.7361809  0.77386935]
175,CL,"['Length', 'Questions']","['party', 'relationship']",0.7343333207390336,[0.67669173 0.74874372 0.74623116 0.72110553 0.77889447]
176,CL,"['Length', 'Questions']","['party', 'religious_ideology']",0.7388521555144141,[0.68421053 0.77638191 0.75376884 0.71859296 0.76130653]
177,CL,"['Length', 'Questions']","['political_ideology', 'relationship']",0.7453608896613393,[0.73182957 0.73366834 0.73869347 0.74120603 0.78140704]
178,CL,"['Length', 'Questions']","['political_ideology', 'religious_ideology']",0.7483797433281697,[0.72431078 0.7638191  0.75628141 0.72361809 0.77386935]
179,CL,"['Length', 'Questions']","['relationship', 'religious_ideology']",0.7493885467437439,[0.71679198 0.74120603 0.75125628 0.7361809  0.80150754]
180,CL,"['R2O', 'Personal_pronouns']","['education', 'ethnicity']",0.7664550824296923,[0.75438596 0.77889447 0.76884422 0.75125628 0.77889447]
181,CL,"['R2O', 'Personal_pronouns']","['education', 'gender']",0.7634513419226459,[0.73182957 0.78140704 0.77889447 0.75628141 0.76884422]
182,CL,"['R2O', 'Personal_pronouns']","['education', 'income']",0.7624463167970176,[0.73182957 0.77386935 0.77638191 0.76130653 0.76884422]
183,CL,"['R2O', 'Personal_pronouns']","['education', 'joined']",0.7594287225601692,[0.73684211 0.78140704 0.77135678 0.73869347 0.76884422]
184,CL,"['R2O', 'Personal_pronouns']","['education', 'party']",0.7674714424251584,[0.73182957 0.78643216 0.77638191 0.74623116 0.79648241]
185,CL,"['R2O', 'Personal_pronouns']","['education', 'political_ideology']",0.7559098751904887,[0.73934837 0.78894472 0.75628141 0.73115578 0.7638191 ]
186,CL,"['R2O', 'Personal_pronouns']","['education', 'relationship']",0.7559123940504527,[0.73433584 0.77638191 0.7638191  0.74120603 0.7638191 ]
187,CL,"['R2O', 'Personal_pronouns']","['education', 'religious_ideology']",0.7569161597460988,[0.73684211 0.7839196  0.76130653 0.74371859 0.75879397]
188,CL,"['R2O', 'Personal_pronouns']","['ethnicity', 'gender']",0.7463684336469314,[0.72681704 0.7638191  0.76884422 0.71105528 0.76130653]
189,CL,"['R2O', 'Personal_pronouns']","['ethnicity', 'income']",0.7478759713353735,[0.72681704 0.75879397 0.75879397 0.73366834 0.76130653]
190,CL,"['R2O', 'Personal_pronouns']","['ethnicity', 'joined']",0.7534023500963464,[0.72932331 0.7638191  0.77638191 0.72361809 0.77386935]
191,CL,"['R2O', 'Personal_pronouns']","['ethnicity', 'party']",0.7513960781350361,[0.72180451 0.7638191  0.76884422 0.7361809  0.76633166]
192,CL,"['R2O', 'Personal_pronouns']","['ethnicity', 'political_ideology']",0.7513910404151082,[0.73182957 0.76633166 0.74120603 0.73115578 0.78643216]
193,CL,"['R2O', 'Personal_pronouns']","['ethnicity', 'relationship']",0.7428571428571429,[0.71428571 0.74874372 0.76884422 0.70854271 0.77386935]
194,CL,"['R2O', 'Personal_pronouns']","['ethnicity', 'religious_ideology']",0.7478759713353735,[0.72681704 0.77638191 0.76130653 0.71356784 0.76130653]
195,CL,"['R2O', 'Personal_pronouns']","['gender', 'income']",0.7503860152894799,[0.73182957 0.76130653 0.75376884 0.73869347 0.76633166]
